file_nm,element_id,amount,unit_ref,decimals,contextref
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:dilutedearningspersharesummaryofbusinessresults,172.28,,2,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:dilutedearningspersharesummaryofbusinessresults,171.23,,2,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:dilutedearningspersharesummaryofbusinessresults,87.55,,2,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:dilutedearningspersharesummaryofbusinessresults,77.51,,2,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.677,,3,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.672,,3,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.708,,3,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.746,,3,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.759,,3,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E00559-000_2016-12-31_02_2017-04-05.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.143,,3,Prior4YearDuration_NonConsolidatedMember
